City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Haines Junction,CA,60.7522,-137.5108,-7.6,54,94,2.3,overcast clouds
470,Wanxian,CN,30.8039,108.3897,54.12,67,95,1.7,overcast clouds
471,Natal,BR,-5.795,-35.2094,80.6,78,40,5.75,scattered clouds
472,Gizo,SB,-8.103,156.8419,82.54,73,100,2.66,light rain
473,Nanortalik,GL,60.1432,-45.2371,22.44,82,17,8.43,few clouds
474,Verkhnyaya Inta,RU,65.9811,60.3094,-24.88,84,84,11.68,broken clouds
475,Tual,ID,-5.6667,132.75,83.93,78,100,19.48,light rain
476,Hobbs,US,32.7026,-103.136,61.0,7,1,6.91,clear sky
477,Alto Piquiri,BR,-24.0281,-53.4406,67.33,83,0,5.03,clear sky
478,Hualmay,PE,-11.0964,-77.6139,72.28,74,86,8.86,overcast clouds
479,Sioux Lookout,CA,50.1001,-91.917,-11.2,64,90,13.8,snow
480,Louveira,BR,-23.0864,-46.9506,73.99,73,20,16.11,few clouds
481,Umm Lajj,SA,25.0213,37.2685,69.94,44,0,13.89,clear sky
482,Yumen,CN,40.2833,97.2,26.91,68,97,1.5,overcast clouds
483,Aykhal,RU,66.0,111.5,-32.44,81,4,7.74,clear sky
484,Mahebourg,MU,-20.4081,57.7,78.8,78,40,4.61,scattered clouds
485,Qui Nhon,VN,13.7667,109.2333,69.12,89,84,6.76,broken clouds
486,Deep River,CA,46.1001,-77.4995,19.4,79,20,6.91,few clouds
487,Christchurch,NZ,-43.5333,172.6333,64.99,72,90,20.71,overcast clouds
488,Praya,CV,14.9215,-23.5087,68.0,64,75,23.02,broken clouds
489,Hobyo,SO,5.3505,48.5268,76.93,81,0,15.1,clear sky
490,Lower Hutt,NZ,-41.2167,174.9167,70.0,72,93,10.36,overcast clouds
491,Jumla,NP,29.2747,82.1838,26.37,70,0,7.31,clear sky
492,Woodward,US,36.4337,-99.3904,33.8,69,90,17.27,overcast clouds
493,Pine Bluff,US,34.2284,-92.0032,44.6,81,90,3.44,moderate rain
494,Stanceni,RO,46.9833,25.2333,28.0,86,100,1.72,light rain
495,Husavik,IS,66.0449,-17.3389,33.8,64,75,8.05,broken clouds
496,Nouakchott,MR,18.0858,-15.9785,68.0,32,81,8.05,broken clouds
497,Margate,GB,51.3813,1.3862,39.0,86,100,5.01,moderate rain
498,North Bend,US,43.4065,-124.2243,50.0,76,90,3.44,overcast clouds
499,Zuwarah,LY,32.9312,12.082,71.87,27,100,14.7,overcast clouds
500,Silver City,US,32.7701,-108.2803,59.0,14,1,12.66,clear sky
501,San Cosme Y Damian,PY,-27.3167,-56.35,78.8,47,0,9.22,clear sky
502,Salta,AR,-24.7859,-65.4117,78.8,47,40,8.05,scattered clouds
503,Kathu,TH,7.9178,98.3332,73.4,94,20,1.14,few clouds
504,Lapeer,US,43.0514,-83.3188,19.4,63,75,9.22,broken clouds
505,Bayir,TR,37.2687,28.2167,44.6,100,0,3.44,mist
506,Clinton,US,42.587,-82.9199,21.0,68,75,13.8,broken clouds
507,Yayva,RU,59.3303,57.2641,7.0,75,100,6.42,light snow
508,Tura,IN,25.5198,90.2201,56.12,69,100,1.25,overcast clouds
509,Bocas Del Toro,PA,9.3333,-82.25,70.0,86,85,5.55,overcast clouds
510,Narsaq,GL,60.9167,-46.05,19.51,77,24,2.57,few clouds
511,Roald,NO,62.5833,6.1333,23.0,74,20,12.66,few clouds
512,Atar,MR,20.5169,-13.0499,60.31,35,38,11.68,scattered clouds
513,Serafimovich,RU,49.5786,42.736,15.01,79,100,5.99,overcast clouds
514,Tucuman,AR,-26.8241,-65.2226,89.6,43,40,4.61,scattered clouds
515,Maragogi,BR,-9.0122,-35.2225,78.42,82,55,9.75,broken clouds
516,Lao Cai,VN,22.4833,103.95,65.66,78,77,0.16,broken clouds
517,Taybad,IR,34.74,60.7756,45.95,78,39,8.43,scattered clouds
518,Tiksi,RU,71.6872,128.8694,-25.55,84,100,4.47,overcast clouds
519,Rongai,KE,-0.1733,35.8638,59.61,67,78,1.92,broken clouds
520,Charlottesville,US,38.0293,-78.4767,46.4,36,1,3.44,clear sky
521,Raudeberg,NO,61.9875,5.1352,23.0,74,0,9.22,clear sky
522,Osoyoos,CA,49.0331,-119.4524,39.2,87,96,2.3,overcast clouds
523,Bontang,ID,0.1333,117.5,77.0,85,100,4.07,overcast clouds
524,Nioro,GM,13.35,-15.75,73.08,27,100,8.12,overcast clouds
525,Monrovia,LR,6.3005,-10.7969,75.2,100,40,10.27,scattered clouds
526,Kamyshlov,RU,56.8428,62.7111,20.41,97,100,16.58,light snow
527,Roma,US,43.2128,-75.4557,24.8,46,1,6.91,clear sky
528,Hit,IQ,33.6416,42.8251,56.16,89,100,5.48,overcast clouds
529,Moron,AR,-34.6534,-58.6198,86.0,42,0,3.0,clear sky
530,Rio Grande,BR,-32.035,-52.0986,71.01,86,0,6.64,clear sky
531,Lulea,SE,65.5842,22.1547,12.2,92,9,13.8,clear sky
532,Hovd,MN,48.0056,91.6419,6.91,91,0,1.21,clear sky
533,Sawakin,SD,19.1059,37.3321,71.96,66,35,9.1,scattered clouds
534,Kyzyl-Suu,KG,42.3414,78.0056,31.44,84,100,6.11,overcast clouds
535,Krasnoturansk,RU,54.3186,91.5639,6.8,92,67,2.24,mist
536,Raton,US,36.9034,-104.4391,48.2,12,1,12.66,clear sky
537,Isangel,VU,-19.55,169.2667,84.2,74,20,5.75,few clouds
538,Baykit,RU,61.67,96.37,18.79,94,100,6.31,snow
539,Washington,US,47.5001,-120.5015,48.0,66,75,11.01,broken clouds
540,Cockburn Town,TC,21.4612,-71.1419,78.8,73,40,17.27,scattered clouds
541,Vardo,NO,70.3705,31.1107,27.25,95,100,27.98,light snow
542,Waddan,LY,29.1614,16.139,62.55,30,22,6.67,few clouds
543,Cruzeiro Do Oeste,BR,-23.785,-53.0733,66.63,87,0,4.16,clear sky
544,Okhotsk,RU,59.3833,143.3,-1.7,86,24,16.42,few clouds
545,Changde,CN,29.0464,111.6783,52.72,85,97,4.43,overcast clouds
546,Sambava,MG,-14.2667,50.1667,75.04,91,95,4.9,overcast clouds
547,Kholtoson,RU,50.2981,103.3097,-2.63,84,61,3.62,broken clouds
548,Comodoro Rivadavia,AR,-45.8667,-67.5,55.4,76,75,17.27,broken clouds
549,Port Macquarie,AU,-31.4333,152.9167,81.0,80,55,1.99,broken clouds
550,Aktau,KZ,43.65,51.2,33.8,75,0,6.71,clear sky
551,Rundu,NA,-17.9333,19.7667,69.91,88,99,2.86,overcast clouds
552,Simbahan,PH,6.3032,120.5836,81.63,82,95,17.05,overcast clouds
553,Tallahassee,US,30.4383,-84.2807,51.8,87,90,3.44,overcast clouds
554,Puerto Del Rosario,ES,28.5004,-13.8627,59.0,72,20,5.75,few clouds
555,Avera,US,33.194,-82.5271,42.8,90,90,9.22,light rain
556,Porto Novo,BJ,6.4965,2.6036,84.2,84,20,16.11,few clouds
557,Orlik,RU,52.5178,99.825,-6.52,82,31,2.28,scattered clouds
558,Forestville,US,38.8451,-76.875,46.99,39,1,3.44,clear sky
559,Tambopata,PE,-12.7333,-69.1833,77.59,94,40,1.83,scattered clouds
560,Barra Dos Coqueiros,BR,-10.9089,-37.0386,80.6,78,40,13.8,scattered clouds
561,Kaiwaka,NZ,-36.1667,174.45,75.0,66,70,3.0,broken clouds
562,Atbasar,KZ,51.8,68.3333,16.77,95,100,27.94,overcast clouds
563,Ahuimanu,US,21.4447,-157.8378,78.8,47,20,8.05,few clouds
564,Breves,BR,-1.6822,-50.4803,79.93,78,20,5.64,few clouds
565,Qaqortoq,GL,60.7167,-46.0333,18.99,80,13,4.47,few clouds
566,Vostok,RU,46.4856,135.8833,-11.85,90,100,2.73,overcast clouds
567,Potosi,BO,-19.5836,-65.7531,51.55,68,86,7.72,light rain
568,Epinal,FR,48.1833,6.45,48.2,87,75,8.05,broken clouds
569,Cervo,ES,43.6702,-7.4101,35.01,100,67,3.0,broken clouds
570,Waipawa,NZ,-41.4122,175.5153,70.0,72,97,10.36,overcast clouds
571,Douglas,US,41.3,-96.167,10.4,56,90,6.91,overcast clouds
572,Cayenne,GF,4.9333,-52.3333,77.0,100,75,3.44,broken clouds
573,Solnechnyy,RU,50.7214,136.6319,-3.8,89,100,3.22,overcast clouds
574,Tilichiki,RU,60.4667,166.1,9.27,88,100,14.27,overcast clouds
575,Omsukchan,RU,62.5333,155.8,-6.25,86,100,4.81,overcast clouds
576,Lensk,RU,60.7253,114.9278,-2.72,90,84,3.31,broken clouds
577,Camabatela,AO,-8.1881,15.375,63.59,100,97,2.26,moderate rain
578,Najran,SA,17.4924,44.1277,62.6,48,0,3.44,clear sky
579,Camacha,PT,33.0833,-16.3333,57.2,62,20,17.27,few clouds
580,Matara,LK,5.9485,80.5353,73.9,89,99,6.6,overcast clouds
581,Pontivy,FR,48.0,-3.0,37.99,87,0,3.44,clear sky
582,Venice,US,27.0998,-82.4543,73.99,94,75,16.11,mist
583,San Quintin,MX,30.4833,-115.95,64.74,58,0,11.18,clear sky
584,Angoche,MZ,-16.2325,39.9086,79.11,85,98,0.49,overcast clouds
585,Tomatlan,MX,19.9333,-105.25,80.87,57,16,8.05,few clouds
586,Nhlangano,SZ,-27.1167,31.2,65.53,100,100,1.74,overcast clouds
587,Alcudia,ES,39.8532,3.1214,57.0,88,9,1.99,clear sky
588,Mount Gambier,AU,-37.8333,140.7667,57.2,82,90,9.22,overcast clouds
589,Tres Picos,MX,15.8667,-93.5333,83.93,39,0,5.41,clear sky
590,Zeya,RU,53.75,127.2667,-18.22,81,0,4.52,clear sky
591,Faanui,PF,-16.4833,-151.75,82.29,67,0,10.11,light rain
592,West Wendover,US,40.7391,-114.0733,57.2,17,1,21.85,clear sky
593,Haimen,CN,23.1935,116.6142,60.8,88,40,6.71,mist
594,Briancon,FR,44.9,6.65,42.01,87,100,1.99,overcast clouds
595,Non Sung,TH,15.1801,102.2569,71.01,79,0,4.14,clear sky
596,Dudinka,RU,69.4058,86.1778,-33.88,81,0,9.15,clear sky
597,Tarancon,ES,40.0085,-3.0073,46.0,9,91,25.01,overcast clouds
598,Port Augusta,AU,-32.5,137.7667,66.2,68,90,12.66,overcast clouds
599,Kungurtug,RU,50.5994,97.5228,-0.69,85,31,2.01,scattered clouds
600,Sola,VU,-13.8833,167.55,82.06,72,25,5.3,scattered clouds
601,Okha,RU,53.5739,142.9478,0.03,94,99,6.2,overcast clouds
602,Xining,CN,36.6167,101.7667,20.21,68,100,2.51,overcast clouds
603,Polis,CY,35.0367,32.4264,53.6,87,75,4.61,broken clouds
604,Foso,GH,5.7012,-1.2866,76.28,94,50,5.14,scattered clouds
605,Salalah,OM,17.0151,54.0924,73.4,68,75,5.75,broken clouds
606,Harper,LR,4.375,-7.7169,79.5,87,36,9.55,scattered clouds
607,Lagunas,PE,-5.2269,-75.6753,80.19,79,97,0.81,overcast clouds
608,Miramar,US,25.9873,-80.2323,75.2,100,90,16.11,light rain
609,Livingston,GB,55.9029,-3.5226,37.0,93,90,17.27,light snow
610,Tarauaca,BR,-8.1614,-70.7656,77.54,94,90,1.66,moderate rain
611,Boddam,GB,57.4667,-1.7833,35.6,64,90,17.27,light snow
612,Dolakovo,RU,43.235,44.5917,32.0,86,97,6.71,overcast clouds
613,Chicama,PE,-7.8447,-79.1469,69.8,88,75,11.5,fog
614,Tadine,NC,-21.55,167.8833,81.93,70,0,2.86,clear sky
615,Port Shepstone,ZA,-30.7414,30.455,74.35,89,100,9.22,overcast clouds
616,Lahat,ID,-3.8,103.5333,71.89,92,86,2.46,light rain
617,Neftcala,AZ,39.3742,49.2472,46.08,86,100,5.5,overcast clouds
618,Montemorelos,MX,25.2,-99.8167,76.48,29,0,11.52,clear sky
619,Svetlyy,RU,54.675,20.1347,1.4,85,0,2.24,clear sky
620,Wajima,JP,37.4,136.9,49.78,67,18,17.85,light rain
621,Son La,VN,21.3167,103.9,56.07,94,1,2.48,clear sky
622,Vitoria Do Mearim,BR,-3.4622,-44.8706,76.15,89,57,3.53,broken clouds
623,Buenos Aires,AR,-34.6132,-58.3772,84.99,74,0,6.91,clear sky
624,Puerto Madryn,AR,-42.7692,-65.0385,60.58,68,98,27.96,overcast clouds
625,Zyryanovsk,KZ,49.7386,84.2719,15.15,94,12,0.87,few clouds
626,Maxixe,MZ,-23.8597,35.3472,75.9,89,97,6.69,overcast clouds
627,Anderson,US,34.5334,-82.6499,42.01,81,90,9.22,light rain
628,Diego De Almagro,CL,-26.3667,-70.05,72.01,28,0,7.34,clear sky
629,Idaho Falls,US,43.4666,-112.0341,37.0,60,1,19.57,clear sky
630,Awjilah,LY,29.1081,21.2869,60.1,39,0,9.26,clear sky
631,Carmo Do Paranaiba,BR,-19.0008,-46.3161,70.0,100,100,4.54,overcast clouds
632,Granadilla De Abona,ES,28.1188,-16.576,61.0,67,20,6.91,few clouds
633,Staryy Nadym,RU,65.6118,72.6842,-19.12,86,86,15.43,overcast clouds
634,Aluksne,LV,57.4167,27.05,0.05,94,72,4.47,broken clouds
635,Banda Aceh,ID,5.5577,95.3222,78.44,79,58,8.16,broken clouds
636,Catamarca,AR,-28.4696,-65.7852,73.0,76,8,1.01,clear sky
637,Sobolevo,RU,54.4299,31.8996,-3.66,92,77,8.5,light snow
638,Khani,GE,41.9563,42.9566,46.4,87,75,11.5,broken clouds
639,Tongchuan,CN,35.0806,109.0897,40.08,58,92,6.06,overcast clouds
640,Sonoma,US,38.55,-122.9011,71.01,40,20,5.75,few clouds
641,Araguacu,BR,-12.9306,-49.8264,73.17,96,100,10.09,moderate rain
642,Flinders,AU,-34.5833,150.8552,75.99,70,3,1.01,clear sky
643,Neryungri,RU,56.6709,124.6491,-22.02,85,100,2.13,overcast clouds
644,Hibbing,US,47.4272,-92.9377,-11.0,53,1,9.22,clear sky
645,La Tuque,CA,47.4334,-72.7824,21.2,68,100,8.05,overcast clouds
646,Salinas,US,36.6777,-121.6555,69.01,45,1,12.66,clear sky
647,Nara,JP,34.6851,135.8049,43.0,93,0,3.44,clear sky
648,Maningrida,AU,-12.0667,134.2667,78.69,86,100,11.7,light rain
649,Guiratinga,BR,-16.3494,-53.7583,75.61,76,20,4.99,few clouds
650,Niamey,NE,13.5137,2.1098,78.8,15,63,2.3,dust
651,Novobirilyussy,RU,56.9514,90.6661,22.1,96,99,8.79,overcast clouds
652,Prince Rupert,CA,54.3161,-130.3201,39.2,93,90,6.49,light rain
653,Panaba,MX,21.2833,-88.2667,85.68,60,6,9.04,clear sky
654,Itapeva,BR,-23.9822,-48.8756,64.99,91,23,10.47,few clouds
655,Chunoyar,RU,57.4467,97.3217,15.06,96,100,5.03,overcast clouds
656,Pontes E Lacerda,BR,-15.2261,-59.3353,77.18,70,4,2.75,clear sky
657,Akdagmadeni,TR,39.6603,35.8836,39.02,70,0,6.64,clear sky
658,Gazojak,TM,41.1875,61.4036,39.9,67,99,0.34,overcast clouds
659,Zinder,NE,13.8072,8.9881,65.41,23,81,9.69,broken clouds
660,Arman,RU,59.7,150.1667,7.21,88,100,12.39,overcast clouds
661,Oskemen,KZ,49.9565,82.6119,33.8,69,40,17.9,scattered clouds
662,Berekum,GH,7.4534,-2.584,76.28,69,54,5.93,broken clouds
663,Aswan,EG,24.0934,32.907,57.96,52,0,4.72,clear sky
664,Hanzhong,CN,33.0728,107.0303,44.17,55,98,1.5,overcast clouds
665,Thinadhoo,MV,0.5333,72.9333,81.16,75,2,11.56,clear sky
666,Sistranda,NO,63.7256,8.834,23.0,80,20,11.5,few clouds
667,Andijon,UZ,40.7821,72.3442,41.0,78,100,11.99,overcast clouds
668,Dioknisi,GE,41.6293,42.3917,53.6,87,75,11.5,broken clouds
669,Port Hedland,AU,-20.3167,118.5667,77.0,83,0,6.91,clear sky
670,Moba,CN,33.2288,105.0179,33.33,79,59,4.38,broken clouds
671,Hays,US,30.0502,-98.0336,70.0,30,0,8.01,clear sky
672,Fougamou,GA,-1.2154,10.5838,74.71,92,98,1.07,overcast clouds
673,Payo,ID,-3.7508,103.6372,72.95,95,97,2.57,overcast clouds
674,Am Timan,TD,11.0297,20.2827,68.16,23,4,8.81,clear sky
675,Kushiro,JP,42.975,144.3747,23.0,80,75,5.75,broken clouds
676,Konde,TZ,-4.95,39.75,78.67,82,63,5.79,broken clouds
677,Yaan,NG,7.3833,8.5667,79.43,17,0,4.05,clear sky
678,George Town,MY,5.4112,100.3354,78.8,83,20,7.05,few clouds
679,Natchitoches,US,31.7668,-93.1335,51.8,93,90,5.19,overcast clouds
680,Southbridge,US,42.0751,-72.0334,33.8,37,1,11.5,clear sky
681,Shache,CN,38.4167,77.2406,28.15,82,92,1.61,overcast clouds
682,Waitara,NZ,-38.925,174.25,64.99,68,60,5.01,broken clouds
683,Igarka,RU,67.4667,86.5833,-21.51,85,81,11.36,broken clouds
684,Orange Cove,US,36.6244,-119.3137,66.0,48,1,3.58,clear sky
685,Iquitos,PE,-3.7481,-73.2472,78.8,83,40,4.68,scattered clouds
686,Maroantsetra,MG,-15.4333,49.7333,74.55,87,80,3.24,broken clouds
687,Panguna,PG,-6.3164,155.4848,80.15,69,41,2.82,scattered clouds
688,Betafo,MG,-19.8333,46.85,63.14,90,100,1.01,light rain
689,Pacific Grove,US,36.6177,-121.9166,69.01,63,1,3.44,clear sky
690,Evensk,RU,61.95,159.2333,16.63,87,97,21.99,overcast clouds
691,Aquiraz,BR,-3.9014,-38.3911,82.4,74,20,8.05,few clouds
692,Smidovich,RU,48.6,133.8167,-10.21,89,84,1.14,broken clouds
693,Zanzibar,TZ,-6.1639,39.1979,80.6,83,20,6.58,few clouds
694,Svetlaya,RU,46.5389,138.3297,2.44,86,68,9.69,broken clouds
695,Midland,US,31.9974,-102.0779,62.6,11,1,10.36,clear sky
696,Aripuana,BR,-9.1667,-60.6333,72.97,99,100,2.98,overcast clouds
697,Kagalnik,RU,47.0769,39.323,21.2,79,20,8.95,few clouds
698,Nanning,CN,22.8167,108.3167,57.2,88,0,6.13,clear sky
699,Taft,IR,31.7471,54.2088,50.0,50,20,2.3,few clouds
700,Colac,AU,-38.3333,143.5833,57.0,1,32,1.01,scattered clouds
701,Mehamn,NO,71.0357,27.8492,25.95,93,100,20.45,light snow
702,Casablanca,MA,33.5928,-7.6192,51.01,100,75,13.8,broken clouds
703,Tommot,RU,58.9564,126.2925,-23.01,81,99,1.03,overcast clouds
704,Vakhrushev,RU,48.9833,142.9667,-6.36,86,0,2.66,clear sky
705,Pangody,RU,65.85,74.4859,-19.35,86,78,13.87,broken clouds
